chat_row,text_message,cleaned_text,workout_related_words,diet_related_words
405,Today was the horrible day for my bodyweight exercises. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'bodyweight', 'exercises', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
406,Today was the hate day for my low-carb. I feel so poor about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'low-carb', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
407,Today was the hate day for my hydration. I feel so negative about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'hydration', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
408,I positive my high-protein session today!,"['i', 'positive', 'my', 'high-protein', 'session', 'today', '!']",0,1
409,I great my squat session today! It really made a difference in my core!,"['i', 'great', 'my', 'squat', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'core', '!']",2,0
410,Today was the disappointing day for my healthy lifestyle. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'healthy', 'lifestyle', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
411,Today was the bad day for my calories. I feel so worst about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'calories', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
412,I amazing my plank session today! It really made a difference in my running!,"['i', 'amazing', 'my', 'plank', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'running', '!']",2,0
413,Today was the worst day for my calorie surplus. I feel so horrible about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'calorie', 'surplus', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
414,I good my gmo-free session today! It really made a difference in my training!,"['i', 'good', 'my', 'gmo-free', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'training', '!']",1,1
415,Today was the sad day for my whole foods. I feel so horrible about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'whole', 'foods', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
416,Today was the negative day for my resistance training. I feel so disappointing about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
417,Today was the bad day for my gmo-free. I feel so worst about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'gmo-free', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
418,I good my low-carb session today! It really made a difference in my performance!,"['i', 'good', 'my', 'low-carb', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",1,1
419,I amazing my sports session today!,"['i', 'amazing', 'my', 'sports', 'session', 'today', '!']",1,0
420,I love my fitness session today! It really made a difference in my resistance training!,"['i', 'love', 'my', 'fitness', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'resistance', 'training', '!']",2,0
421,I fantastic my gym session today! It really made a difference in my endurance!,"['i', 'fantastic', 'my', 'gym', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'endurance', '!']",2,0
422,Today was the negative day for my healthy lifestyle. I feel so bad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'healthy', 'lifestyle', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
423,I amazing my proteins session today!,"['i', 'amazing', 'my', 'proteins', 'session', 'today', '!']",0,1
424,Today was the hate day for my diet. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'diet', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
425,I love my fit session today! It really made a difference in my bodyweight exercises!,"['i', 'love', 'my', 'fit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'bodyweight', 'exercises', '!']",1,0
426,Today was the horrible day for my personal trainer. I feel so sad about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
427,I happy my vegan session today! It really made a difference in my weightlifting!,"['i', 'happy', 'my', 'vegan', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'weightlifting', '!']",1,1
428,I great my calorie surplus session today!,"['i', 'great', 'my', 'calorie', 'surplus', 'session', 'today', '!']",0,0
429,Today was the bad day for my muscle. I feel so disappointing about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'muscle', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
430,I amazing my plank session today!,"['i', 'amazing', 'my', 'plank', 'session', 'today', '!']",1,0
431,I amazing my stamina session today! It really made a difference in my bodybuilding!,"['i', 'amazing', 'my', 'stamina', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'bodybuilding', '!']",2,0
432,I fantastic my exercise session today!,"['i', 'fantastic', 'my', 'exercise', 'session', 'today', '!']",1,0
433,I fantastic my training session today! It really made a difference in my weightlifting!,"['i', 'fantastic', 'my', 'training', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'weightlifting', '!']",2,0
434,I good my processed foods session today!,"['i', 'good', 'my', 'processed', 'foods', 'session', 'today', '!']",0,0
435,I amazing my hiit session today!,"['i', 'amazing', 'my', 'hiit', 'session', 'today', '!']",1,0
436,Today was the hate day for my endurance. I feel so sad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'endurance', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
437,I happy my sports session today! It really made a difference in my sports!,"['i', 'happy', 'my', 'sports', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'sports', '!']",2,0
438,Today was the hate day for my fitness goals. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'fitness', 'goals', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
439,I amazing my minerals session today! It really made a difference in my sports!,"['i', 'amazing', 'my', 'minerals', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'sports', '!']",1,1
440,Today was the negative day for my active lifestyle. I feel so worst about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'active', 'lifestyle', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
441,I happy my vegetarian session today!,"['i', 'happy', 'my', 'vegetarian', 'session', 'today', '!']",0,1
442,I positive my active lifestyle session today! It really made a difference in my bodyweight exercises!,"['i', 'positive', 'my', 'active', 'lifestyle', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'bodyweight', 'exercises', '!']",0,0
443,I positive my vegan session today!,"['i', 'positive', 'my', 'vegan', 'session', 'today', '!']",0,1
444,I amazing my carbohydrates session today!,"['i', 'amazing', 'my', 'carbohydrates', 'session', 'today', '!']",0,1
445,Today was the hate day for my clean eating. I feel so hate about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'clean', 'eating', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
446,I amazing my portion control session today!,"['i', 'amazing', 'my', 'portion', 'control', 'session', 'today', '!']",0,0
447,I love my calorie deficit session today!,"['i', 'love', 'my', 'calorie', 'deficit', 'session', 'today', '!']",0,0
448,Today was the disappointing day for my low-sodium. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'low-sodium', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
449,I great my fat loss session today!,"['i', 'great', 'my', 'fat', 'loss', 'session', 'today', '!']",0,0
450,I fantastic my cycling session today!,"['i', 'fantastic', 'my', 'cycling', 'session', 'today', '!']",1,0
451,Today was the horrible day for my training. I feel so horrible about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'training', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
452,I excellent my gmo-free session today!,"['i', 'excellent', 'my', 'gmo-free', 'session', 'today', '!']",0,1
453,I fantastic my vegan session today!,"['i', 'fantastic', 'my', 'vegan', 'session', 'today', '!']",0,1
454,I love my running session today!,"['i', 'love', 'my', 'running', 'session', 'today', '!']",1,0
455,Today was the horrible day for my weightlifting. I feel so sad about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'weightlifting', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
456,Today was the disappointing day for my endurance. I feel so disappointing about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'endurance', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
457,I fantastic my vegan session today!,"['i', 'fantastic', 'my', 'vegan', 'session', 'today', '!']",0,1
458,Today was the hate day for my nutrient-dense. I feel so negative about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'nutrient-dense', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
459,Today was the negative day for my calorie deficit. I feel so poor about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'calorie', 'deficit', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
460,I amazing my squat session today!,"['i', 'amazing', 'my', 'squat', 'session', 'today', '!']",1,0
461,I positive my meal plan session today! It really made a difference in my wellness!,"['i', 'positive', 'my', 'meal', 'plan', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'wellness', '!']",1,0
462,I positive my resistance training session today!,"['i', 'positive', 'my', 'resistance', 'training', 'session', 'today', '!']",1,0
463,I excellent my calisthenics session today!,"['i', 'excellent', 'my', 'calisthenics', 'session', 'today', '!']",1,0
464,Today was the poor day for my antioxidants. I feel so horrible about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'antioxidants', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
465,I excellent my core session today! It really made a difference in my calisthenics!,"['i', 'excellent', 'my', 'core', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'calisthenics', '!']",2,0
466,I good my yoga session today! It really made a difference in my recovery!,"['i', 'good', 'my', 'yoga', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'recovery', '!']",2,0
467,I great my wellness session today! It really made a difference in my fat loss!,"['i', 'great', 'my', 'wellness', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fat', 'loss', '!']",1,0
468,Today was the bad day for my endurance. I feel so horrible about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'endurance', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
469,Today was the bad day for my wellness. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'wellness', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
470,I excellent my hydration session today!,"['i', 'excellent', 'my', 'hydration', 'session', 'today', '!']",0,1
471,Today was the horrible day for my hydration. I feel so hate about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'hydration', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
472,I love my low-fat session today!,"['i', 'love', 'my', 'low-fat', 'session', 'today', '!']",0,1
473,Today was the sad day for my personal trainer. I feel so bad about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
474,Today was the bad day for my personal trainer. I feel so worst about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
475,Today was the sad day for my plank. I feel so horrible about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'plank', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
476,Today was the negative day for my portion control. I feel so disappointing about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'portion', 'control', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
477,I excellent my burpees session today!,"['i', 'excellent', 'my', 'burpees', 'session', 'today', '!']",1,0
478,Today was the bad day for my deadlift. I feel so negative about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'deadlift', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
479,Today was the hate day for my strength. I feel so sad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'strength', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
480,I fantastic my gym session today! It really made a difference in my pilates!,"['i', 'fantastic', 'my', 'gym', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'pilates', '!']",2,0
481,Today was the bad day for my macronutrients. I feel so disappointing about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'macronutrients', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
482,Today was the sad day for my yoga. I feel so poor about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'yoga', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
483,I great my cardiovascular session today! It really made a difference in my weight loss!,"['i', 'great', 'my', 'cardiovascular', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'weight', 'loss', '!']",1,0
484,Today was the bad day for my fiber. I feel so worst about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'fiber', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
485,Today was the sad day for my detox. I feel so horrible about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'detox', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
486,Today was the disappointing day for my aerobics. I feel so worst about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'aerobics', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
487,Today was the negative day for my cycling. I feel so disappointing about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'cycling', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
488,I amazing my nutrition session today! It really made a difference in my personal trainer!,"['i', 'amazing', 'my', 'nutrition', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'personal', 'trainer', '!']",0,1
489,I fantastic my Mediterranean diet session today! It really made a difference in my fat loss!,"['i', 'fantastic', 'my', 'mediterranean', 'diet', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fat', 'loss', '!']",0,1
